Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F1: 126, Sample","Abundances (Normalized): F1: 127N, Sample","Abundances (Normalized): F1: 127C, Sample","Abundances (Normalized): F1: 128N, Sample","Abundances (Normalized): F1: 128C, Sample","Abundances (Normalized): F1: 129N, Sample","Abundances (Normalized): F1: 129C, Sample","Abundances (Normalized): F1: 130N, Sample","Abundances (Normalized): F1: 130C, Sample","Abundances (Normalized): F1: 131N, Sample","Abundances (Normalized): F1: 131C, Sample","Abundance: F1: 126, Sample","Abundance: F1: 127N, Sample","Abundance: F1: 127C, Sample","Abundance: F1: 128N, Sample","Abundance: F1: 128C, Sample","Abundance: F1: 129N, Sample","Abundance: F1: 129C, Sample","Abundance: F1: 130N, Sample","Abundance: F1: 130C, Sample","Abundance: F1: 131N, Sample","Abundance: F1: 131C, Sample","Found in Sample: [S1] F1: 126, Sample","Found in Sample: [S4] F1: 127C, Sample","Found in Sample: [S3] F1: 127N, Sample","Found in Sample: [S6] F1: 128C, Sample","Found in Sample: [S5] F1: 128N, Sample","Found in Sample: [S8] F1: 129C, Sample","Found in Sample: [S7] F1: 129N, Sample","Found in Sample: [S10] F1: 130C, Sample","Found in Sample: [S9] F1: 130N, Sample","Found in Sample: [S12] F1: 131C, Sample","Found in Sample: [S11] F1: 131N, Sample",# Protein Groups,Modifications
FALSE,High,Master Protein,O00487,26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,0,FALSE,129.948,65,18,64,18,310,34.6,6.52,242.56,18,0,0,28341,27346.5,28929.2,28068.7,28359.5,28995.7,28279.3,30347.7,28260.5,21364.4,20849.4,14180.7,12975.7,14780.1,13733.5,11396.7,15382.1,12828.8,14717.6,13218.4,20407.6,20849.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q14145,Kelch-like ECH-associated protein 1 OS=Homo sapiens OX=9606 GN=KEAP1 PE=1 SV=2,0,FALSE,129.8,47,24,40,24,624,69.6,6.44,123.57,24,0,0,13911.9,14034.8,12288.3,10967.7,15427.3,14039.2,16040.1,13516,10874.6,19701.9,19776.7,6961,6659.4,6278.2,5366.3,6199.7,7447.8,7276.5,6554.8,5086.4,18819.5,19776.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P08865,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4,0,FALSE,129.723,56,15,50,14,295,32.8,4.87,205.7,15,0,1,20592.8,19802.9,22150.7,21238,22544.1,21995.4,22577.5,22774.5,21515.9,20055.8,19821.9,10303.8,9396.3,11316.9,10391.3,9059.7,11668.5,10242.2,11044.8,10063.7,19157.6,19821.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P25787,Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2,0,FALSE,129.573,70,17,65,17,234,25.9,7.43,213,17,0,0,21809.7,20582.1,20872.9,20744.1,19289.8,20857.4,19787,21877.1,20157.1,13364.2,13127.2,10912.7,9766,10664.1,10149.7,7752,11064.8,8976.3,10609.6,9428.2,12765.6,13127.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P20042,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,0,FALSE,129.553,49,20,51,20,333,38.4,5.8,140.28,20,0,0,20580.5,21829.7,21972.3,22790.4,22095.4,21271.4,21872.3,22676.9,22178.2,19941.1,20095.8,10297.7,10358,11225.8,11150.9,8879.4,11284.4,9922.3,10997.5,10373.5,19048,20095.8,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UI12,V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1,0,FALSE,129.307,49,21,44,21,483,55.8,6.48,134.32,21,0,0,16545.1,16743.3,16712.7,16905.8,16990,15980.1,17095.9,16459.9,16827,11993.9,12037.2,8278.5,7944.6,8538.6,8271.7,6827.7,8477.4,7755.5,7982.5,7870.6,11456.7,12037.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q10713,Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2,0,FALSE,129.233,49,24,59,24,525,58.2,6.92,175.77,24,0,0,19520.3,19120.9,20977.7,20071,20217.3,20448.8,20272.3,19671.7,21414.4,32295.3,31544.6,9767.2,9072.8,10717.7,9820.4,8124.7,10848,9196.4,9540.1,10016.2,30848.9,31544.6,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q16822,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens OX=9606 GN=PCK2 PE=1 SV=4",0,FALSE,129.21,42,26,48,26,640,70.7,7.62,123.46,26,0,0,15844.8,15146.5,11868.5,11768.2,13401.4,12969.8,15017.9,13229.3,12290.1,16492.7,16411.2,7928.1,7186.9,6063.7,5757.9,5385.6,6880.5,6812.8,6415.7,5748.5,15754.1,16411.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1",0,FALSE,128.788,39,16,36,16,520,56.1,7.46,110.7,16,0,0,18280,18690,18698.7,19217.6,18571.5,18222.2,18396.5,19330.6,19536.8,11073.7,11189.2,9146.6,8868.3,9553.3,9402.8,7463.3,9666.8,8345.5,9374.7,9138,10577.8,11189.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O43399,Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2,0,FALSE,128.706,80,21,49,21,206,22.2,5.36,160.42,21,0,0,22755.9,24233.5,26470.1,25808.7,23583.1,23358.2,22220.1,23578.5,27480.8,16331.4,16834.5,11386.2,11498.6,13523.8,12627.7,9477.3,12391.4,10080.1,11434.7,12853.7,15599.9,16834.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P84085,ADP-ribosylation factor 5 OS=Homo sapiens OX=9606 GN=ARF5 PE=1 SV=2,0,FALSE,128.691,69,12,62,5,180,20.5,6.79,246.31,12,0,0,5187.8,5750.6,5903.3,5762.9,6112.2,5233.1,5708.2,5589.5,6024.7,3926.9,3695.6,2595.8,2728.6,3016,2819.7,2456.3,2776.1,2589.5,2710.7,2817.9,3751.1,3695.6,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P52306,Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens OX=9606 GN=RAP1GDS1 PE=1 SV=3,0,FALSE,128.687,43,24,52,24,607,66.3,5.31,164.62,24,0,0,18082.1,18017.6,16328.8,16547.3,17047.3,16551.5,17471.4,17131.6,16633,16781.2,16990.3,9047.6,8549.2,8342.5,8096.3,6850.7,8780.5,7925.8,8308.2,7779.8,16029.6,16990.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P55263,Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2,0,FALSE,128.663,58,22,54,22,362,40.5,6.7,137.27,22,0,0,21078.7,21475,21524.5,22917.5,21293.9,21136.3,22413.5,21428.1,21810,17911.8,18090.7,10547,10189.7,10997,11213.1,8557.3,11212.7,10167.8,10391.9,10201.3,17109.6,18090.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A1B0GUS4,Ubiquitin-conjugating enzyme E2 L5 OS=Homo sapiens OX=9606 GN=UBE2L5 PE=2 SV=1,0,FALSE,128.595,81,14,72,3,154,17.9,7.84,260.46,14,0,0,3205.2,2958,2732.5,2983.6,2876.4,3035.9,2901.9,2949.5,2894.1,1651.3,1577.7,1603.8,1403.5,1396,1459.8,1155.9,1610.5,1316.5,1430.4,1353.7,1577.4,1577.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P29590,Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=3,0,FALSE,128.281,31,29,51,29,882,97.5,6.21,151.81,29,0,0,18464.3,18341.6,16490.4,15620.4,18144.6,17870.1,17603.6,18319,16193.4,18049,16733.6,9238.8,8703,8425.1,7642.8,7291.7,9480,7985.8,8884.1,7574.2,17240.7,16733.6,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q86X55,Histone-arginine methyltransferase CARM1 OS=Homo sapiens OX=9606 GN=CARM1 PE=1 SV=3,0,FALSE,128.218,34,22,61,22,608,65.8,6.73,190.94,22,0,0,29659,30039.6,29285.7,29076.7,28850.8,28044.7,29007.1,30572.1,29076.8,19030.4,19103.4,14840.2,14253.6,14962.2,14226.7,11594.2,14877.6,13159,14826.4,13600.2,18178.1,19103.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O43865,S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2,0,FALSE,127.993,53,27,48,10,530,58.9,6.89,142.92,27,0,15,21038,21598.1,19159.1,18971.7,19809,20422.8,20502.4,20361.6,18857,21564.9,22102.7,10526.6,10248.2,9788.5,9282.5,7960.6,10834.2,9300.9,9874.6,8820,20599.1,22102.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P27635,60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4,0,FALSE,127.805,74,24,65,24,214,24.6,10.08,184.55,24,0,0,32971.1,29232.9,30139,29102.2,30177.4,33164.9,28534.5,32762.5,28356.4,29613.3,30034.1,16497.5,13870.8,15398.2,14239.2,12127.3,17593.9,12944.6,15888.6,13263.2,28287.1,30034.1,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q96I15,Selenocysteine lyase OS=Homo sapiens OX=9606 GN=SCLY PE=1 SV=4,0,FALSE,127.73,71,20,31,20,445,48.1,7.12,104.34,20,0,0,7692.3,7483.9,7646.3,7909.2,7739.3,7793.7,7541.3,8125.3,8016.6,5978.5,5925.3,3848.9,3551.1,3906.5,3869.8,3110.2,4134.6,3421.1,3940.5,3749.6,5710.8,5925.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q02878,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,0,FALSE,127.714,58,26,76,26,288,32.7,10.58,189.8,26,0,0,29923.7,29048.8,32234.8,29876.5,32222.9,32320.7,29942.6,32987.1,31029.7,34997.5,35558,14972.6,13783.5,16468.9,14618,12949.3,17146,13583.4,15997.6,14513.6,33430.1,35558,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P17612,cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PRKACA PE=1 SV=2,0,FALSE,127.512,59,22,54,22,351,40.6,8.79,148.13,22,0,0,21383.2,21548.9,20467.5,22203,20840.6,20683,21944.3,21371.3,20139.8,15878.3,15821.5,10699.3,10224.8,10457,10863.5,8375.2,10972.3,9954.9,10364.3,9420.1,15167.2,15821.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q15435,Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PPP1R7 PE=1 SV=1,0,FALSE,127.39,51,22,42,22,360,41.5,4.91,133.25,22,0,0,21515,22032.8,21155.6,23040.3,21739.2,21248.8,23331.9,21192,21511.5,17363.2,17282.9,10765.3,10454.4,10808.5,11273.2,8736.3,11272.4,10584.4,10277.4,10061.7,16585.6,17282.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3,0,FALSE,127.218,53,25,45,24,523,56.5,6.42,118.4,25,0,1,15694.4,15202.4,14119.4,14444.8,14419.4,15060.3,15866.9,13579.6,13911.4,20789.4,20889.9,7852.8,7213.5,7213.7,7067.6,5794.7,7989.4,7198,6585.6,6506.8,19858.3,20889.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P09417,Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2,0,FALSE,127.011,60,12,46,12,244,25.8,7.37,179.73,12,0,0,20451.7,20447.5,19899.2,21408.1,21144.8,20477.2,21870.4,22354.7,21836.2,13764.8,13554.3,10233.3,9702.2,10166.6,10474.6,8497.4,10863.1,9921.4,10841.3,10213.5,13148.4,13554.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NSD9,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,0,FALSE,126.537,45,29,66,29,589,66.1,6.84,189.26,29,0,0,28651.2,25599.7,27568.2,25706.6,26244,30220.1,26150.5,25837.8,26183.2,50690.8,49609.5,14336,12146.9,14084.8,12577.8,10546.6,16031.7,11863.1,12530.4,12246.7,48420.6,49609.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y5X3,Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1,0,FALSE,126.406,60,24,37,21,404,46.8,6.76,114.45,24,0,3,18460.4,18539.9,19431.1,17802.6,19776.8,19489.7,18957.5,19748.6,19353.6,25146.8,24935.4,9236.9,8797.1,9927.5,8710.5,7947.7,10339.2,8600,9577.4,9052.3,24020.5,24935.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P42574,Caspase-3 OS=Homo sapiens OX=9606 GN=CASP3 PE=1 SV=2,0,FALSE,126.192,69,20,42,19,277,31.6,6.54,151.96,20,0,1,18231.9,18292.6,18685.9,19038.4,18000.7,18254.2,18741.8,19159.9,19437.2,10532.6,10468,9122.5,8679.7,9546.7,9315.1,7233.9,9683.8,8502.2,9291.9,9091.5,10060.9,10468,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UMX0,Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2,0,FALSE,126.132,35,16,46,7,589,62.5,5.11,178.13,16,0,5,11078,11093.1,11170.9,11848,11632.7,10658.7,11415,11464.8,12172.8,7984.6,7905.3,5543,5263.6,5707.3,5797,4674.8,5654.4,5178.4,5560,5693.6,7627,7905.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P62633,Cellular nucleic acid-binding protein OS=Homo sapiens OX=9606 GN=CNBP PE=1 SV=1,0,FALSE,126.125,73,16,57,16,177,19.5,7.71,188.05,16,0,0,28976.1,26434.2,25043.4,26457.5,23668.9,25963.2,23982.7,25273.1,24418.8,13347.6,13863.5,14498.5,12542.8,12794.8,12945.2,9511.8,13773.4,10879.7,12256.6,11421.5,12749.8,13863.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q96C19,EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1,0,FALSE,126.105,75,20,43,19,240,26.7,5.2,144.43,20,0,1,18551.5,19567,17849.6,19826.9,19008.1,18192.3,19271.7,17818.6,19390.1,13363.7,13256.7,9282.5,9284.4,9119.5,9700.9,7638.7,9651,8742.5,8641.4,9069.4,12765.1,13256.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q7Z6M1,Rab9 effector protein with kelch motifs OS=Homo sapiens OX=9606 GN=RABEPK PE=1 SV=1,0,FALSE,126.051,67,19,42,19,372,40.5,6.25,142.15,19,0,0,11145.4,11687.5,12008.5,11928.3,12051.9,11444.9,11674.3,12038.1,12400.8,9052.1,9118.2,5576.7,5545.6,6135.2,5836.3,4843.3,6071.5,5296,5838,5800.3,8646.7,9118.2,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P47755,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3,0,FALSE,125.965,77,16,50,11,286,32.9,5.85,187.43,16,0,0,11026.5,11838.3,10605.6,11909.8,12173.3,11058.7,12400.3,11388.9,12130.2,8750.1,8741.1,5517.2,5617.2,5418.5,5827.2,4892,5866.6,5625.4,5523.2,5673.7,8358.3,8741.1,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q13547,Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1,0,FALSE,125.856,52,20,49,14,482,55.1,5.48,158.37,20,0,8,13026.9,11218.7,23015.3,22808.6,21208.7,20933.7,16289.5,20701.4,22830.4,17536.2,16892.7,6518.2,5323.2,11758.7,11159.8,8523.1,11105.2,7389.7,10039.5,10678.5,16750.9,16892.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NZ63,Telomere length and silencing protein 1 homolog OS=Homo sapiens OX=9606 GN=C9orf78 PE=1 SV=1,0,FALSE,125.838,65,21,51,21,289,33.7,6.74,145.89,21,0,0,23701.3,24720.2,25589.3,23839.5,24525,23860.4,24325.1,24279.5,24907.7,15716.9,15864.4,11859.2,11729.6,13073.7,11664.2,9855.8,12657.8,11035,11774.7,11650.2,15013,15864.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q6IN85,Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens OX=9606 GN=PPP4R3A PE=1 SV=1,0,FALSE,125.69,33,30,70,18,833,95.3,4.94,182.41,30,0,12,30939.1,31785.6,33048.2,32282.4,33246.4,31048.2,31979.8,31753.1,33154.5,28052.5,28500.6,15480.7,15082.1,16884.5,15795.2,13360.6,16471,14507.5,15399.1,15507.5,26796.1,28500.6,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q3YEC7,Rab-like protein 6 OS=Homo sapiens OX=9606 GN=RABL6 PE=1 SV=2,0,FALSE,125.665,36,24,44,24,729,79.5,5.22,143.01,24,0,0,19824.6,20837.7,21370.9,20381.3,21380.9,20022.5,20447.1,21113.8,21347.4,14988,15064.3,9919.5,9887.3,10918.5,9972.2,8592.3,10621.9,9275.7,10239.4,9984.9,14316.8,15064.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O15212,Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1,0,FALSE,125.471,87,20,41,20,129,14.6,8.88,145.96,20,0,0,25284.2,25715.1,26579.1,25613.3,25587.2,25921.4,25034.2,25911,25191.3,16133.1,15991.4,12651.2,12201.6,13579.4,12532.1,10282.7,13751.2,11356.7,12565.9,11782.8,15410.6,15991.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P06493,Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3,0,FALSE,125.406,70,20,68,18,297,34.1,8.4,207.48,20,0,2,19325.8,18247.7,19084.9,18386.1,19315.5,19888,18937.1,15739.1,18492.3,52812.7,52811.5,9669.9,8658.4,9750.6,8996,7762.3,10550.5,8590.7,7632.9,8649.5,50447.4,52811.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P24534,Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,0,FALSE,125.096,61,18,79,13,225,24.7,4.67,239.51,18,0,0,33934.6,32737.3,34930.1,32685.2,32791,34809.9,32394.8,33783.4,33001.6,36741.8,36007.9,16979.6,15533.6,17846,15992.3,13177.6,18466.5,14695.8,16383.7,15436,35096.2,36007.9,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P18085,ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3,0,FALSE,124.91,69,12,59,6,180,20.5,7.14,237.25,12,0,0,7186.6,7814.3,7635.9,8058.6,8149.5,7020.6,8265.1,6811.7,7684,5624.1,5694.7,3595.9,3707.8,3901.2,3942.9,3275,3724.4,3749.4,3303.5,3594.1,5372.2,5694.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q14558,Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens OX=9606 GN=PRPSAP1 PE=1 SV=2,0,FALSE,124.679,60,16,48,14,356,39.4,7.2,175.38,16,0,0,13013.6,14335.6,12801.6,13045.4,13453.8,13087,14157.3,13345.5,14838.5,10732.5,10512.8,6511.5,6802.1,6540.4,6382.9,5406.6,6942.6,6422.4,6472.1,6940.5,10251.8,10512.8,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q92905,COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=4,0,FALSE,124.576,67,19,45,19,334,37.6,6.54,136.85,19,0,0,19114,19925.6,20050.9,20661.1,19371.1,18886.9,20522.4,19783.3,19673.7,12887.8,13059.4,9563.9,9454.5,10244.1,10109.1,7784.6,10019.4,9309.9,9594.2,9202.1,12310.6,13059.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P16930,Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2,0,FALSE,124.253,49,16,52,16,419,46.3,6.95,152.9,16,0,0,28133,26844.1,26878.4,28543.5,25611,26512.6,26964.5,28090.5,27434.4,16594.6,15949.3,14076.7,12737.3,13732.4,13965.8,10292.2,14064.8,12232.4,13622.9,12832,15851.4,15949.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q96T76,MMS19 nucleotide excision repair protein homolog OS=Homo sapiens OX=9606 GN=MMS19 PE=1 SV=2,0,FALSE,124.114,28,24,39,24,1030,113.2,6.35,108.25,24,0,0,12132.6,12283.3,11477.6,11138.2,12679.4,12618,12347.9,11096.6,12079,21001.3,21221.5,6070.7,5828.4,5864,5449.7,5095.4,6693.8,5601.6,5381.5,5649.7,20060.7,21221.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UHV9,Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1,0,FALSE,123.9,82,18,36,18,154,16.6,6.58,130.87,18,0,0,26911.7,26638.7,26144.4,27587.4,26663.2,26033.6,25690.3,27078.8,27067.4,15316,15381.1,13465.5,12639.9,13357.3,13498,10715,13810.7,11654.3,13132.3,12660.3,14630.1,15381.1,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9BZZ5,Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3,0,FALSE,123.763,37,20,46,20,524,59,7.34,124.46,20,0,0,17133.3,17043.8,17654,17445.2,17176.5,16786.3,16981.2,17108.8,17507.2,15021.3,14929.4,8572.8,8087.2,9019.5,8535.6,6902.7,8905,7703.5,8297.2,8188.7,14348.6,14929.4,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q13630,GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=GFUS PE=1 SV=1,0,FALSE,123.544,63,16,42,16,321,35.9,6.6,154.02,16,0,0,20340.9,21269.6,20906.5,22577.8,21032.7,20504.5,21203.3,21135.1,21832.2,12398.5,12510.7,10177.8,10092.3,10681.2,11046.9,8452.3,10877.5,9618.8,10249.8,10211.6,11843.2,12510.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9Y295,Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1,0,FALSE,123.485,60,22,34,20,367,40.5,8.9,99.92,22,0,2,12775.1,12620.6,12702.7,12369.2,13072.6,12911.7,12939.9,13201.6,13342,15273.5,15521.8,6392.2,5988.4,6489.9,6052,5253.5,6849.6,5870.2,6402.3,6240.5,14589.4,15521.8,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NTZ6,RNA-binding protein 12 OS=Homo sapiens OX=9606 GN=RBM12 PE=1 SV=1,0,FALSE,123.439,25,22,45,22,932,97.3,8.63,127.98,22,0,0,12607.6,12139.9,12243.3,11572.5,12114.7,12552.3,11902.4,10988.8,12137,27365.2,28176.3,6308.4,5760.3,6255.2,5662.2,4868.5,6658.9,5399.5,5329.2,5676.9,26139.6,28176.3,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NNW7,"Thioredoxin reductase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TXNRD2 PE=1 SV=3",0,FALSE,123.402,44,19,43,18,524,56.5,7.5,152.75,19,0,0,13627.8,13918.4,16541.6,15919.4,13870,14038.9,13741.7,13205.9,16722.9,17060.5,17397.5,6818.8,6604.2,8451.2,7789.1,5573.9,7447.6,6233.9,6404.4,7821.8,16296.4,17397.5,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,O96019,Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1,0,FALSE,123.179,50,16,28,16,429,47.4,5.6,101.77,16,0,0,11649.6,12087.6,11838.5,12056.9,12162.7,11699.1,11919.3,11720.1,12260.2,13977.6,13764.6,5829,5735.5,6048.4,5899.2,4887.8,6206.3,5407.2,5683.8,5734.5,13351.6,13764.6,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P20290,Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1,0,FALSE,123.135,77,19,50,17,206,22.2,9.38,176.28,19,0,2,25666,24577.5,27671.3,25147.3,25391.8,27242.2,25613.8,26978.6,25665.8,16703.7,16554,12842.3,11661.9,14137.4,12304.1,10204.1,14451.9,11619.6,13083.7,12004.8,15955.6,16554,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q06124,Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens OX=9606 GN=PTPN11 PE=1 SV=3,0,FALSE,123.116,55,31,47,31,593,68,7.3,130.27,31,0,0,17594.8,16564.2,12692.8,11890.6,15317.9,15825.8,15450.2,15280.6,12955.5,24286.5,24568.7,8803.8,7859.6,6484.8,5817.9,6155.7,8395.5,7008.9,7410.6,6059.7,23198.8,24568.7,High,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q6UWE0,E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens OX=9606 GN=LRSAM1 PE=1 SV=1,0,FALSE,123.043,44,28,42,28,723,83.5,5.94,120.23,28,0,0,13991.4,14666.8,13410.5,13359.1,14857,14283.3,14748.4,14490.8,13509.6,13296.5,13227.4,7000.7,6959.3,6851.5,6536.4,5970.6,7577.3,6690.6,7027.5,6318.9,12701,13227.4,High,High,High,High,High,High,High,High,High,High,High,1,
